mouse_entropy,mouse_velocity_mean,mouse_velocity_stddev,keyboard_typing_speed,keyboard_keystroke_entropy,keyboard_error_rate,screen_width,screen_height,color_depth,event_loop_jitter,inter_event_variance,label
1.007750129176848,17.67253155692498,0.14427636655514947,312.86723544843505,5.011520817406381,0.0005941905758764055,1920,1080,24,0.35549100257959787,0.7820232943978147,1
5.144287167663915,15.291954994371762,4.2915646162493335,47.40719471025405,3.4452371159631854,0.03435362261819702,1024,1024,32,2.1456592038940356,31.887194354216874,0
1.4679570128225452,14.506704174942568,0.2715317863401251,354.5052933651608,5.1996595856022685,0.00016769865737654432,1920,1080,24,0.1440764721088298,0.8469423508874367,1
1.302200608934546,12.214504787369108,0.20402264979974583,409.9992918511929,5.40582691083099,0.0008154534098559911,1920,1080,24,0.4485107696363637,1.98958008210085,1
5.07555381051386,10.990969503864576,3.5348825986945283,64.87637535572952,3.453885756870671,0.027432245705266103,2560,1440,24,4.163625303103743,34.378061234527905,0
5.885900238143582,10.246737326780828,4.856619578773645,37.46405919906477,4.044953117198599,0.033131470345013216,1366,1024,24,4.927593759775795,28.209951222501868,0
4.360028108124894,20.062530431406,3.2927123867256842,57.276144352666364,3.857697597671428,0.026239848921075296,1920,768,32,2.7501523374131525,18.95404569849927,0
3.179793721349177,22.167053813925857,4.9207723538853765,43.2691878420646,3.7347403159080224,0.028179969120620763,2560,768,24,4.659120641693483,17.315668888091626,0
4.4833743322213415,19.87751151878433,5.784336608118497,27.674360097033283,4.168673060250754,0.0291454622271176,768,1024,32,4.133734996358971,37.23066407548046,0
5.401607918858012,18.713027662718524,4.303172229934935,63.76749350061375,3.271192598761901,0.029003521688325817,2560,768,32,4.216086247111824,23.525230945294766,0
1.1069009050639131,16.552247688383687,0.31507373065332644,253.65868217399196,5.003850743110559,0.0006761108696735871,1920,1080,24,0.1357736136514141,1.2566463628901707,1
5.4220689763256384,12.505706744779463,4.31500260664934,46.84695578415653,4.052699477146353,0.04587969637406031,1920,1080,32,3.338538404585863,47.59653891133549,0
3.471814881874639,9.71676601866555,2.9601587337600748,41.51424940150612,4.170573694709362,0.03731306889550487,1024,1440,32,4.11236382740061,19.821321369212196,0
0.9327995214434163,15.708887997573735,0.3873187723386111,421.6170299820836,5.021481557148182,0.0003817946455815566,1920,1080,24,0.23575249767975565,1.3922953542933332,1
0.617568009322043,18.39095623108222,0.49177637640546557,453.6487104988529,4.916756377939813,0.00028426449676600165,1920,1080,24,0.3024035665195104,1.793912302609156,1
0.9074990185956026,17.724314278055125,0.47538513435354535,380.30498829819436,5.094842545102224,0.0008090525970898144,1920,1080,24,0.2492656010281761,1.4360081741369908,1
